time_1,time_2,gols_1,gols_2,data,ano,país_sede,comparecimento,resultado,rodada,gols_1_detalhes,gols_2_detalhes,gols_1_contra,gols_2_contra,gols_1_penalti,gols_2_penalti,cartao_vermelho_1,cartao_vermelho_2,cartao_amarelo_1,cartao_amarelo_2,copa
Peru,Morocco,3,0,1970-06-06,1970,Mexico,13537,3–0,Group stage,Teófilo Cubillas · 65|Roberto Challe · 67|Teófilo Cubillas · 75,,,,,,,,,,Masculina
Belgium,El Salvador,3,0,1970-06-03,1970,Mexico,92205,3–0,Group stage,Wilfried Van Moer · 12|Wilfried Van Moer · 54,,,,Raoul Lambert (P) · 79,,,,,,Masculina
Brazil,Czechoslovakia,4,1,1970-06-03,1970,Mexico,52897,4–1,Group stage,Rivellino · 24|Pelé · 59|Jairzinho · 61|Jairzinho · 83,Ladislav Petráš · 11,,,,,,,"['1&rsquor;|0:0|Gérson', '1&rsquor;|0:0|Tostão']",['1&rsquor;|0:0|Alexander Horváth'],Masculina
Italy,Sweden,1,0,1970-06-03,1970,Mexico,13433,1–0,Group stage,Angelo Domenghini · 10,,,,,,,,,['1&rsquor;|0:0|Claes Cronqvist'],Masculina
West Germany,Morocco,2,1,1970-06-03,1970,Mexico,12942,2–1,Group stage,Uwe Seeler · 56|Gerd Müller · 80,Houmane Jarir · 21,,,,,,,,,Masculina
England,Romania,1,0,1970-06-02,1970,Mexico,50560,1–0,Group stage,Geoff Hurst · 65,,,,,,,,,,Masculina
Peru,Bulgaria,3,2,1970-06-02,1970,Mexico,13765,3–2,Group stage,Alberto Gallardo · 50|Héctor Chumpitaz · 55|Teófilo Cubillas · 73,Dinko Dermendzhiev · 13|Hristo Bonev · 49,,,,,,,,,Masculina
Uruguay,Israel,2,0,1970-06-02,1970,Mexico,20654,2–0,Group stage,Ildo Maneiro · 23|Juan Mujica · 50,,,,,,,,,,Masculina
Mexico,Soviet Union,0,0,1970-05-31,1970,Mexico,107160,0–0,Group stage,,,,,,,,,['1&rsquor;|0:0|Gustavo Peña'],"['1&rsquor;|0:0|Givi Nodia', '1&rsquor;|0:0|Gennady Logofet', '30&rsquor;|0:0|Kakhi Asatiani', '34&rsquor;|0:0|Evgeny Lovchev']",Masculina
England,West Germany,4,2,1966-07-30,1966,England,96924,4–2,Final,Geoff Hurst · 18|Martin Peters · 78|Geoff Hurst · 101|Geoff Hurst · 120,Helmut Haller · 12|Wolfgang Weber · 89,,,,,,,['1&rsquor;|0:0|Martin Peters'],,Masculina
Portugal,Soviet Union,2,1,1966-07-28,1966,England,87696,2–1,Third-place match,José Augusto Torres · 89,Eduard Malofeyev · 43,,,Eusébio (P) · 12,,,,,,Masculina
England,Portugal,2,1,1966-07-26,1966,England,94493,2–1,Semi-finals,Bobby Charlton · 30|Bobby Charlton · 80,,,,,Eusébio (P) · 82,,,,,Masculina
West Germany,Soviet Union,2,1,1966-07-25,1966,England,38273,2–1,Semi-finals,Helmut Haller · 43|Franz Beckenbauer · 67,Valeriy Porkujan · 88,,,,,,Igor Chislenko · 44,['1&rsquor;|0:0|Franz Beckenbauer'],['1&rsquor;|0:0|Valery Voronin'],Masculina
Portugal,Korea DPR,5,3,1966-07-23,1966,England,40248,5–3,Quarter-finals,Eusébio · 27|Eusébio · 56|José Augusto de Almeida · 80,Pak Seung-zin · 1|Li Dong-woon · 22|Yang Seung-kook · 25,,,Eusébio (P) · 43|Eusébio (P) · 59,,,,['1&rsquor;|0:1|Mário Coluna'],,Masculina
England,Argentina,1,0,1966-07-23,1966,England,90584,1–0,Quarter-finals,Geoff Hurst · 78,,,,,,,Antonio Rattín · 35,,"['1&rsquor;|0:0|Antonio Rattín', '1&rsquor;|0:0|Jorge Solari', '1&rsquor;|0:0|Luis Artime']",Masculina
Soviet Union,Hungary,2,1,1966-07-23,1966,England,26844,2–1,Quarter-finals,Igor Chislenko · 5|Valeriy Porkujan · 46,Ferenc Bene · 57,,,,,,,,,Masculina
West Germany,Uruguay,4,0,1966-07-23,1966,England,40007,4–0,Quarter-finals,Helmut Haller · 11|Franz Beckenbauer · 70|Uwe Seeler · 75|Helmut Haller · 83,,,,,,,Horacio Troche · 49|Héctor Silva · 54,['1&rsquor;|0:0|Wolfgang Weber'],['1&rsquor;|0:0|Héctor Silva'],Masculina
England,France,2,0,1966-07-20,1966,England,98270,2–0,Group stage,Roger Hunt · 38|Roger Hunt · 75,,,,,,,,['1&rsquor;|0:0|Nobby Stiles'],,Masculina
Hungary,Bulgaria,3,1,1966-07-20,1966,England,24129,3–1,Group stage,Kálmán Mészöly · 45|Ferenc Bene · 54,Georgi Asparuhov · 15,Ivan Davidov (OG) · 43,,,,,,,,Masculina
West Germany,Spain,2,1,1966-07-20,1966,England,42187,2–1,Group stage,Lothar Emmerich · 38|Uwe Seeler · 84,Josep Maria Fusté · 22,,,,,,,['1&rsquor;|0:0|Wolfgang Overath'],['1&rsquor;|0:0|Jesús Glaría'],Masculina
Soviet Union,Chile,2,1,1966-07-20,1966,England,16027,2–1,Group stage,Valeriy Porkujan · 28|Valeriy Porkujan · 85,Rubén Marcos · 32,,,,,,,,,Masculina
Uruguay,Mexico,0,0,1966-07-19,1966,England,61112,0–0,Group stage,,,,,,,,,,,Masculina
Argentina,Switzerland,2,0,1966-07-19,1966,England,32127,2–0,Group stage,Luis Artime · 53|Ermindo Onega · 81,,,,,,,,,,Masculina
Portugal,Brazil,3,1,1966-07-19,1966,England,58479,3–1,Group stage,António Simões · 15|Eusébio · 27|Eusébio · 85,Rildo da Costa Menezes · 73,,,,,,,,,Masculina
Korea DPR,Italy,1,0,1966-07-19,1966,England,17829,1–0,Group stage,Pak Doo-ik · 42,,,,,,,,,,Masculina
West Germany,Argentina,0,0,1966-07-16,1966,England,46587,0–0,Group stage,,,,,,,,Rafael Albrecht · 65,['1&rsquor;|0:0|Franz Beckenbauer'],,Masculina
Soviet Union,Italy,1,0,1966-07-16,1966,England,27793,1–0,Group stage,Igor Chislenko · 57,,,,,,,,['1&rsquor;|0:0|Yozhef Sabo'],,Masculina
Portugal,Bulgaria,3,0,1966-07-16,1966,England,25438,3–0,Group stage,Eusébio · 38|José Augusto Torres · 81,,Ivan Vutsov (OG) · 17,,,,,,['1&rsquor;|0:0|Eusébio'],['1&rsquor;|0:0|Dinko Dermendzhiev'],Masculina
England,Mexico,2,0,1966-07-16,1966,England,92570,2–0,Group stage,Bobby Charlton · 37|Roger Hunt · 75,,,,,,,,,,Masculina
Spain,Switzerland,2,1,1966-07-15,1966,England,32028,2–1,Group stage,Manuel Sanchís · 57|Amancio Amaro · 75,René-Pierre Quentin · 28,,,,,,,,,Masculina
Uruguay,France,2,1,1966-07-15,1966,England,45662,2–1,Group stage,Pedro Rocha · 26|Julio César Cortés · 31,,,,,Héctor De Bourgoing (P) · 15,,,,,Masculina
Hungary,Brazil,3,1,1966-07-15,1966,England,51387,3–1,Group stage,Ferenc Bene · 2|János Farkas · 64,Tostão · 14,,,Kálmán Mészöly (P) · 73,,,,,,Masculina
Korea DPR,Chile,1,1,1966-07-15,1966,England,13792,1–1,Group stage,Pak Seung-zin · 88,,,,,Rubén Marcos (P) · 26,,,,['1&rsquor;|0:0|Rubén Marcos'],Masculina
Argentina,Spain,2,1,1966-07-13,1966,England,42738,2–1,Group stage,Luis Artime · 65|Luis Artime · 79,Pirri · 71,,,,,,,,,Masculina
France,Mexico,1,1,1966-07-13,1966,England,69237,1–1,Group stage,Gérard Hausser · 62,Enrique Borja · 48,,,,,,,,,Masculina
Italy,Chile,2,0,1966-07-13,1966,England,27199,2–0,Group stage,Sandro Mazzola · 8|Paolo Barison · 88,,,,,,,,,,Masculina
Portugal,Hungary,3,1,1966-07-13,1966,England,29886,3–1,Group stage,José Augusto de Almeida · 2|José Augusto de Almeida · 67|José Augusto Torres · 90,Ferenc Bene · 60,,,,,,,,,Masculina
Brazil,Bulgaria,2,0,1966-07-12,1966,England,47308,2–0,Group stage,Pelé · 15|Garrincha · 63,,,,,,,,['1&rsquor;|0:0|Denílson Custódio Machado'],"['1&rsquor;|0:0|Dobromir Zhechev', '1&rsquor;|0:0|Ivan Kolev']",Masculina
Soviet Union,Korea DPR,3,0,1966-07-12,1966,England,23006,3–0,Group stage,Eduard Malofeyev · 31|Anatoliy Banishevskiy · 33|Eduard Malofeyev · 88,,,,,,,,['1&rsquor;|0:0|Galimzyan Khusainov'],,Masculina
West Germany,Switzerland,5,0,1966-07-12,1966,England,36127,5–0,Group stage,Sigfried Held · 15|Helmut Haller · 20|Franz Beckenbauer · 39|Franz Beckenbauer · 52,,,,Helmut Haller (P) · 77,,,,,,Masculina
England,Uruguay,0,0,1966-07-11,1966,England,87148,0–0,Group stage,,,,,,,,,,,Masculina
Brazil,Czechoslovakia,3,1,1962-06-17,1962,Chile,68679,3–1,Final,Amarildo Tavares da Silveira · 17|Zito · 69|Vavá · 78,Josef Masopust · 15,,,,,,,,,Masculina
Chile,Yugoslavia,1,0,1962-06-16,1962,Chile,66697,1–0,Third-place match,Eladio Rojas · 90,,,,,,,,,,Masculina
Brazil,Chile,4,2,1962-06-13,1962,Chile,76594,4–2,Semi-finals,Garrincha · 9|Garrincha · 32|Vavá · 47|Vavá · 78,Jorge Toro · 42,,,,Leonel Sánchez (P) · 61,Garrincha · 83,Honorino Landa · 80,,,Masculina
Czechoslovakia,Yugoslavia,3,1,1962-06-13,1962,Chile,5890,3–1,Semi-finals,Josef Kadraba · 48|Adolf Scherer · 80,Dražan Jerković · 69,,,Adolf Scherer (P) · 84,,,,,,Masculina
Chile,Soviet Union,2,1,1962-06-10,1962,Chile,17268,2–1,Quarter-finals,Leonel Sánchez · 11|Eladio Rojas · 29,Igor Chislenko · 26,,,,,,,,,Masculina
Brazil,England,3,1,1962-06-10,1962,Chile,17736,3–1,Quarter-finals,Garrincha · 31|Vavá · 53|Garrincha · 59,Gerry Hitchens · 38,,,,,,,,,Masculina
Czechoslovakia,Hungary,1,0,1962-06-10,1962,Chile,11690,1–0,Quarter-finals,Adolf Scherer · 13,,,,,,,,,,Masculina
Yugoslavia,West Germany,1,0,1962-06-10,1962,Chile,63324,1–0,Quarter-finals,Petar Radaković · 85,,,,,,,,,,Masculina
England,Bulgaria,0,0,1962-06-07,1962,Chile,5700,0–0,Group stage,,,,,,,,,,,Masculina
Mexico,Czechoslovakia,3,1,1962-06-07,1962,Chile,10648,3–1,Group stage,Isidoro Díaz · 12|Alfredo del Águila · 29,Václav Mašek · 1,,,Héctor Hernández (P) · 90,,,,,,Masculina
Italy,Switzerland,3,0,1962-06-07,1962,Chile,59828,3–0,Group stage,Bruno Mora · 2|Giacomo Bulgarelli · 65|Giacomo Bulgarelli · 67,,,,,,,,,,Masculina
Yugoslavia,Colombia,5,0,1962-06-07,1962,Chile,7167,5–0,Group stage,Milan Galić · 20|Dražan Jerković · 25|Milan Galić · 61|Vojislav Melić · 82|Dražan Jerković · 87,,,,,,,,,,Masculina
West Germany,Chile,2,0,1962-06-06,1962,Chile,67224,2–0,Group stage,Uwe Seeler · 82,,,,Horst Szymaniak (P) · 21,,,,,,Masculina
Soviet Union,Uruguay,2,1,1962-06-06,1962,Chile,9973,2–1,Group stage,Aleksei Mamykin · 38|Valentin Kozmich Ivanov · 89,José Sasía · 54,,,,,,,,,Masculina
Hungary,Argentina,0,0,1962-06-06,1962,Chile,7945,0–0,Group stage,,,,,,,,,,,Masculina
Brazil,Spain,2,1,1962-06-06,1962,Chile,18715,2–1,Group stage,Amarildo Tavares da Silveira · 72|Amarildo Tavares da Silveira · 86,Adelardo Rodríguez · 35,,,,,,,,,Masculina
Spain,Mexico,1,0,1962-06-03,1962,Chile,11875,1–0,Group stage,Joaquín Peiró · 90,,,,,,,,,,Masculina
Soviet Union,Colombia,4,4,1962-06-03,1962,Chile,8040,4–4,Group stage,Valentin Kozmich Ivanov · 8|Igor Chislenko · 10|Valentin Kozmich Ivanov · 11|Viktor Ponedelnik · 56,Germán Aceros · 21|Marcos Coll · 68|Antonio Rada · 72|Marino Klinger · 76,,,,,,,,,Masculina
Hungary,Bulgaria,6,1,1962-06-03,1962,Chile,7442,6–1,Group stage,Flórián Albert · 1|Flórián Albert · 6|Lajos Tichy · 8|Ernő Solymosi · 12|Flórián Albert · 53|Lajos Tichy · 70,Georgi Sokolov · 64,,,,,,,,,Masculina
West Germany,Switzerland,2,1,1962-06-03,1962,Chile,64922,2–1,Group stage,Albert Brülls · 45|Uwe Seeler · 59,Heinz Schneiter · 73,,,,,,,,,Masculina
Chile,Italy,2,0,1962-06-02,1962,Chile,66057,2–0,Group stage,Jaime Ramírez · 73|Jorge Toro · 87,,,,,,,Giorgio Ferrini · 8|Mario David · 41,,,Masculina
Brazil,Czechoslovakia,0,0,1962-06-02,1962,Chile,14903,0–0,Group stage,,,,,,,,,,,Masculina
England,Argentina,3,1,1962-06-02,1962,Chile,9794,3–1,Group stage,Bobby Charlton · 42|Jimmy Greaves · 67,José Sanfilippo · 81,,,Ron Flowers (P) · 17,,,,,,Masculina
Yugoslavia,Uruguay,3,1,1962-06-02,1962,Chile,8829,3–1,Group stage,Milan Galić · 29|Dražan Jerković · 49,Ángel Cabrera · 19,,,Josip Skoblar (P) · 25,,Vladica Popović · 71,Ángel Cabrera · 71,,,Masculina
West Germany,Italy,0,0,1962-05-31,1962,Chile,65440,0–0,Group stage,,,,,,,,,,,Masculina
Hungary,England,2,1,1962-05-31,1962,Chile,7938,2–1,Group stage,Lajos Tichy · 17|Flórián Albert · 71,,,,,Ron Flowers (P) · 60,,,,,Masculina
Czechoslovakia,Spain,1,0,1962-05-31,1962,Chile,12700,1–0,Group stage,Jozef Štibrányi · 80,,,,,,,,,,Masculina
Soviet Union,Yugoslavia,2,0,1962-05-31,1962,Chile,9622,2–0,Group stage,Valentin Kozmich Ivanov · 51|Viktor Ponedelnik · 83,,,,,,,,,,Masculina
Chile,Switzerland,3,1,1962-05-30,1962,Chile,65006,3–1,Group stage,Leonel Sánchez · 44|Jaime Ramírez · 51|Leonel Sánchez · 55,Rolf Wüthrich · 6,,,,,,,,,Masculina
Uruguay,Colombia,2,1,1962-05-30,1962,Chile,7908,2–1,Group stage,Luis Cubilla · 56|José Sasía · 75,,,,,Francisco Zuluaga (P) · 19,,,,,Masculina
Brazil,Mexico,2,0,1962-05-30,1962,Chile,10484,2–0,Group stage,Mário Zagallo · 56|Pelé · 73,,,,,,,,,,Masculina
Argentina,Bulgaria,1,0,1962-05-30,1962,Chile,7134,1–0,Group stage,Héctor Facundo · 4,,,,,,,,['1&rsquor;|0:0|Rubén Marino Navarro'],,Masculina
Brazil,Sweden,5,2,1958-06-29,1958,Sweden,49737,5–2,Final,Vavá · 9|Vavá · 32|Pelé · 55|Mário Zagallo · 68|Pelé · 90,Nils Liedholm · 4|Agne Simonsson · 80,,,,,,,,,Masculina
France,West Germany,6,3,1958-06-28,1958,Sweden,32483,6–3,Third-place match,Just Fontaine · 16|Just Fontaine · 36|Yvon Douis · 50|Just Fontaine · 78|Just Fontaine · 89,Hans Cieslarczyk · 18|Helmut Rahn · 52|Hans Schäfer · 84,,,Raymond Kopa (P) · 27,,,,,,Masculina
Sweden,West Germany,3,1,1958-06-24,1958,Sweden,49471,3–1,Semi-finals,Lennart Skoglund · 32|Gunnar Gren · 81|Kurt Hamrin · 88,Hans Schäfer · 24,,,,,,Erich Juskowiak · 59,,,Masculina
Brazil,France,5,2,1958-06-24,1958,Sweden,27100,5–2,Semi-finals,Vavá · 2|Didi · 39|Pelé · 52|Pelé · 64|Pelé · 75,Just Fontaine · 9|Roger Piantoni · 83,,,,,,,,,Masculina
France,Northern Ireland,4,0,1958-06-19,1958,Sweden,11800,4–0,Quarter-finals,Maryan Wisnieski · 44|Just Fontaine · 55|Just Fontaine · 63|Roger Piantoni · 68,,,,,,,,,,Masculina
West Germany,Yugoslavia,1,0,1958-06-19,1958,Sweden,20055,1–0,Quarter-finals,Helmut Rahn · 12,,,,,,,,,,Masculina
Brazil,Wales,1,0,1958-06-19,1958,Sweden,25923,1–0,Quarter-finals,Pelé · 66,,,,,,,,,,Masculina
Sweden,Soviet Union,2,0,1958-06-19,1958,Sweden,31900,2–0,Quarter-finals,Kurt Hamrin · 49|Agne Simonsson · 88,,,,,,,,,,Masculina
Northern Ireland,Czechoslovakia,2,1,1958-06-17,1958,Sweden,6196,2–1,Group stage play-off,Peter McParland · 44|Peter McParland · 99,Zdeněk Zikán · 19,,,,,,Titus Buberník · 102,,,Masculina
Wales,Hungary,2,1,1958-06-17,1958,Sweden,2823,2–1,Group stage play-off,Ivor Allchurch · 55|Terry Medwin · 76,Lajos Tichy · 33,,,,,,Ferenc Sipos · 79,,,Masculina
Soviet Union,England,1,0,1958-06-17,1958,Sweden,23182,1–0,Group stage play-off,Anatoli Ilyin · 68,,,,,,,,,,Masculina
Sweden,Wales,0,0,1958-06-15,1958,Sweden,30287,0–0,Group stage,,,,,,,,,,,Masculina
Paraguay,Yugoslavia,3,3,1958-06-15,1958,Sweden,13103,3–3,Group stage,José Parodi · 20|Juan Bautista Agüero · 49|Jorge Lino Romero · 80,Radivoje Ognjanović · 12|Todor Veselinović · 29|Zdravko Rajkov · 73,,,,,,,,,Masculina
West Germany,Northern Ireland,2,2,1958-06-15,1958,Sweden,21990,2–2,Group stage,Helmut Rahn · 20|Uwe Seeler · 79,Peter McParland · 19|Peter McParland · 60,,,,,,,,,Masculina
Czechoslovakia,Argentina,6,1,1958-06-15,1958,Sweden,16418,6–1,Group stage,Milan Dvořák · 8|Zdeněk Zikán · 17|Zdeněk Zikán · 40|Jiří Feureisl · 69|Václav Hovorka · 82|Václav Hovorka · 89,,,,,Oreste Corbatta (P) · 65,,,,,Masculina
England,Austria,2,2,1958-06-15,1958,Sweden,15872,2–2,Group stage,Johnny Haynes · 56|Derek Kevan · 73,Karl Koller · 16|Alfred Körner · 70,,,,,,,,,Masculina
Brazil,Soviet Union,2,0,1958-06-15,1958,Sweden,50928,2–0,Group stage,Vavá · 3|Vavá · 77,,,,,,,,,,Masculina
Hungary,Mexico,4,0,1958-06-15,1958,Sweden,13300,4–0,Group stage,Lajos Tichy · 19|Lajos Tichy · 46|Károly Sándor · 54|József Bencsics · 69,,,,,,,,,,Masculina
France,Scotland,2,1,1958-06-15,1958,Sweden,13554,2–1,Group stage,Raymond Kopa · 22|Just Fontaine · 44,Sammy Baird · 66,,,,,,,,,Masculina
Sweden,Hungary,2,1,1958-06-12,1958,Sweden,38850,2–1,Group stage,Kurt Hamrin · 34|Kurt Hamrin · 55,Lajos Tichy · 77,,,,,,,,,Masculina
Soviet Union,Austria,2,0,1958-06-11,1958,Sweden,21239,2–0,Group stage,Anatoli Ilyin · 15|Valentin Kozmich Ivanov · 63,,,,,,,,,,Masculina
West Germany,Czechoslovakia,2,2,1958-06-11,1958,Sweden,25000,2–2,Group stage,Hans Schäfer · 59|Helmut Rahn · 70,Zdeněk Zikán · 43,,,,Milan Dvořák (P) · 24,,,,,Masculina
Argentina,Northern Ireland,3,1,1958-06-11,1958,Sweden,14174,3–1,Group stage,Norberto Menéndez · 55|Ludovico Avio · 59,Peter McParland · 3,,,Oreste Corbatta (P) · 38,,,,,,Masculina
Yugoslavia,France,3,2,1958-06-11,1958,Sweden,12217,3–2,Group stage,Aleksandar Petaković · 16|Todor Veselinović · 63|Todor Veselinović · 88,Just Fontaine · 4|Just Fontaine · 85,,,,,,,,,Masculina
Paraguay,Scotland,3,2,1958-06-11,1958,Sweden,11665,3–2,Group stage,Juan Bautista Agüero · 4|Cayetano Ré · 45|José Parodi · 73,Jackie Mudie · 24|Bobby Collins · 76,,,,,,,,,Masculina
Brazil,England,0,0,1958-06-11,1958,Sweden,40895,0–0,Group stage,,,,,,,,,,,Masculina
Mexico,Wales,1,1,1958-06-11,1958,Sweden,15150,1–1,Group stage,Jaime Belmonte · 89,Ivor Allchurch · 32,,,,,,,,,Masculina
Sweden,Mexico,3,0,1958-06-08,1958,Sweden,34107,3–0,Group stage,Agne Simonsson · 17|Agne Simonsson · 64,,,,Nils Liedholm (P) · 57,,,,,,Masculina
Northern Ireland,Czechoslovakia,1,0,1958-06-08,1958,Sweden,10647,1–0,Group stage,Wilbur Cush · 20,,,,,,,,,,Masculina
Hungary,Wales,1,1,1958-06-08,1958,Sweden,15343,1–1,Group stage,József Bozsik · 5,John Charles · 27,,,,,,,,,Masculina
Yugoslavia,Scotland,1,1,1958-06-08,1958,Sweden,9591,1–1,Group stage,Aleksandar Petaković · 6,Jimmy Murray · 49,,,,,,,,,Masculina
Brazil,Austria,3,0,1958-06-08,1958,Sweden,17788,3–0,Group stage,José Altafini · 38|Nílton Santos · 49|José Altafini · 89,,,,,,,,,,Masculina
Soviet Union,England,2,2,1958-06-08,1958,Sweden,49348,2–2,Group stage,Nikita Simonyan · 13|Aleksandr Ivanov · 55,Derek Kevan · 66,,,,Tom Finney (P) · 85,,,,,Masculina
France,Paraguay,7,3,1958-06-08,1958,Sweden,16518,7–3,Group stage,Just Fontaine · 24|Just Fontaine · 30|Roger Piantoni · 52|Maryan Wisnieski · 61|Just Fontaine · 67|Raymond Kopa · 70|Jean Vincent · 83,Florencio Amarilla · 20|Jorge Lino Romero · 50,,,,Florencio Amarilla (P) · 44,,,,,Masculina
Argentina,West Germany,1,3,1958-06-08,1958,Sweden,31156,1–3,Group stage,Oreste Corbatta · 2,Helmut Rahn · 32|Uwe Seeler · 40|Helmut Rahn · 79,,,,,,,,,Masculina
Germany,Hungary,3,2,1954-07-04,1954,Switzerland,62500,3–2,Final,Max Morlock · 10|Helmut Rahn · 18|Helmut Rahn · 84,Ferenc Puskás · 6|Zoltán Czibor · 8,,,,,,,,,Masculina
Austria,Uruguay,3,1,1954-07-03,1954,Switzerland,32000,3–1,Third-place match,Ernst Ocwirk · 79,Juan Hohberg · 22,Luis Cruz (OG) · 59,,Ernst Stojaspal (P) · 16,,,,,,Masculina
Hungary,Uruguay,4,2,1954-06-30,1954,Switzerland,45000,4–2,Semi-finals,Zoltán Czibor · 12|Nándor Hidegkuti · 47|Sándor Kocsis · 109|Sándor Kocsis · 116,Juan Hohberg · 75|Juan Hohberg · 86,,,,,,,,,Masculina
Germany,Austria,6,1,1954-06-30,1954,Switzerland,58000,6–1,Semi-finals,Hans Schäfer · 31|Max Morlock · 47|Ottmar Walter · 61|Ottmar Walter · 89,Erich Probst · 51,,,Fritz Walter (P) · 54|Fritz Walter (P) · 64,,,,,,Masculina
Germany,Yugoslavia,2,0,1954-06-27,1954,Switzerland,17000,2–0,Quarter-finals,Helmut Rahn · 85,,Ivica Horvat (OG) · 9,,,,,,,,Masculina
Hungary,Brazil,4,2,1954-06-27,1954,Switzerland,40000,4–2,Quarter-finals,Nándor Hidegkuti · 4|Sándor Kocsis · 7|Sándor Kocsis · 88,Júlio Botelho · 65,,,Mihály Lantos (P) · 60,Djalma Santos (P) · 18,József Bozsik · 71,Nílton Santos · 71|Humberto Tozzi · 79,,,Masculina
Uruguay,England,4,2,1954-06-26,1954,Switzerland,28000,4–2,Quarter-finals,Carlos Borges · 5|Obdulio Varela · 39|Juan Alberto Schiaffino · 46|Javier Ambrois · 78,Nat Lofthouse · 16|Tom Finney · 67,,,,,,,,,Masculina
Switzerland,Austria,5,7,1954-06-26,1954,Switzerland,35000,5–7,Quarter-finals,Robert Ballaman · 16|Josef Hügi · 17|Josef Hügi · 19|Robert Ballaman · 39|Josef Hügi · 60,Theodor Wagner · 25|Alfred Körner · 26|Theodor Wagner · 27|Ernst Ocwirk · 32|Alfred Körner · 34|Theodor Wagner · 53|Erich Probst · 76,,,,,,,,,Masculina
Germany,Türkiye,7,2,1954-06-23,1954,Switzerland,17000,7–2,Group stage play-off,Ottmar Walter · 7|Hans Schäfer · 12|Max Morlock · 30|Max Morlock · 60|Fritz Walter · 62|Max Morlock · 77|Hans Schäfer · 79,Mustafa Ertan · 21|Lefter Küçükandonyadis · 82,,,,,,,,,Masculina
Switzerland,Italy,4,1,1954-06-23,1954,Switzerland,30000,4–1,Group stage play-off,Josef Hügi · 14|Robert Ballaman · 48|Josef Hügi · 85|Jacques Fatton · 90,Fulvio Nesti · 67,,,,,,,,,Masculina
Hungary,Germany,8,3,1954-06-20,1954,Switzerland,56000,8–3,Group stage,Sándor Kocsis · 3|Ferenc Puskás · 17|Sándor Kocsis · 21|Nándor Hidegkuti · 52|Nándor Hidegkuti · 54|Sándor Kocsis · 69|József Tóth · 75|Sándor Kocsis · 78,Alfred Pfaff · 25|Helmut Rahn · 77|Richard Herrmann · 84,,,,,,,,,Masculina
Türkiye,Korea Republic,7,0,1954-06-20,1954,Switzerland,4000,7–0,Group stage,Suat Mamat · 10|Lefter Küçükandonyadis · 18|Suat Mamat · 30|Burhan Sargun · 37|Burhan Sargun · 64|Burhan Sargun · 70|Erol Keskin · 76,,,,,,,,,,Masculina
Italy,Belgium,4,1,1954-06-20,1954,Switzerland,24000,4–1,Group stage,Carlo Galli · 48|Amleto Frignani · 58|Benito Lorenzi · 78,Léopold Anoul · 81,,,Egisto Pandolfini (P) · 41,,,,,,Masculina
Switzerland,England,0,2,1954-06-20,1954,Switzerland,43500,0–2,Group stage,,Jimmy Mullen · 43|Dennis Wilshaw · 69,,,,,,,,,Masculina
Uruguay,Scotland,7,0,1954-06-19,1954,Switzerland,34000,7–0,Group stage,Carlos Borges · 17|Óscar Míguez · 30|Carlos Borges · 47|Julio Abbadie · 54|Carlos Borges · 57|Óscar Míguez · 83|Julio Abbadie · 85,,,,,,,,,,Masculina
Brazil,Yugoslavia,1,1,1954-06-19,1954,Switzerland,24637,1–1,Group stage,Didi · 69,Branko Zebec · 48,,,,,,,,,Masculina
Austria,Czechoslovakia,5,0,1954-06-19,1954,Switzerland,26000,5–0,Group stage,Ernst Stojaspal · 3|Erich Probst · 4|Erich Probst · 21|Erich Probst · 24|Ernst Stojaspal · 65,,,,,,,,,,Masculina
France,Mexico,3,2,1954-06-19,1954,Switzerland,19000,3–2,Group stage,Jean Vincent · 19,José Luis Lamadrid · 54|Tomás Balcázar · 85,Raúl Cárdenas (OG) · 46,,Raymond Kopa (P) · 88,,,,,,Masculina
Switzerland,Italy,2,1,1954-06-17,1954,Switzerland,43000,2–1,Group stage,Robert Ballaman · 18|Josef Hügi · 78,Giampiero Boniperti · 44,,,,,,,,,Masculina
Hungary,Korea Republic,9,0,1954-06-17,1954,Switzerland,13000,9–0,Group stage,Ferenc Puskás · 12|Mihály Lantos · 18|Sándor Kocsis · 24|Sándor Kocsis · 36|Sándor Kocsis · 50|Zoltán Czibor · 59|Péter Palotás · 75|Péter Palotás · 83|Ferenc Puskás · 89,,,,,,,,,,Masculina
Germany,Türkiye,4,1,1954-06-17,1954,Switzerland,28000,4–1,Group stage,Hans Schäfer · 14|Bernhard Klodt · 52|Ottmar Walter · 60|Max Morlock · 84,Suat Mamat · 2,,,,,,,,,Masculina
England,Belgium,4,4,1954-06-17,1954,Switzerland,14000,4–4,Group stage,Ivor Broadis · 26|Nat Lofthouse · 36|Ivor Broadis · 63|Nat Lofthouse · 91,Léopold Anoul · 5|Henri Coppens · 67|Léopold Anoul · 71,,Jimmy Dickinson (OG) · 94,,,,,,,Masculina
Uruguay,Czechoslovakia,2,0,1954-06-16,1954,Switzerland,20500,2–0,Group stage,Óscar Míguez · 71|Juan Alberto Schiaffino · 84,,,,,,,,,,Masculina
Yugoslavia,France,1,0,1954-06-16,1954,Switzerland,16000,1–0,Group stage,Miloš Milutinović · 15,,,,,,,,,,Masculina
